,Item,Height (m),Mass (kg),Distance (m),Moment (kg*m),Thickness (m),Distance from CM (m),J0 (kg m^2),m*CM^2 (kg m^2),Jpitch/yaw,Jroll
0,TopOfPLF,,,21.03968586177104,,,,,,,
1,PLF,1.36,5.4256355067978745,20.246560728119093,109.85045877702238,0.001,13.81497043395683,0.27832567620775295,1035.5010275324644,1035.779353208672,0.23111795008659952
2,Payload,1.36,95,20.084685861771042,1908.045156868249,0.0,13.65309556760878,6.990218750000001,17708.666764934558,17715.65698368456,3.5921875000000005
3,PAF, ,14,20.084685861771042,281.1856020647946,0.0,13.65309556760878,0.529375,2609.6982600956194,2610.2276350956195,1.05875
30,Forward Skirt 3,0.32083333333333336,1.4967725498946876,19.519269195104375,29.2159063252372,0.001,13.087678900942112,0.06943578097854915,256.378187180908,256.44762296188657,0.11319342408578577
31,Avionics 3, ,0.84,19.519269195104375,16.396186123887674,0.0,13.087678900942112,0.031762500000000006,143.88136477189886,143.91312727189887,0.06352500000000001
32,Wiring 3,2.4589921038848916,2.9509462033099902,0,0,0.0,0,1.4869429787824195,0.0,1.4869429787824195,0
33,Fuel Dome Top 3,0.1375,0.9181355812166575,19.417209340904737,17.82763078381708,0.001,12.985619046742475,0.031245301498279383,154.82180782008632,154.8530531215846,0.01840001088232008
34,Fuel Cylinder 3,0.5598718269551083,2.7086893965116587,19.078916614960153,51.67885913187268,0.001,12.647326320797891,0.17317700085239437,433.26804150395486,433.44121850480724,0.20484463561119423
35,Fuel Dome Bottom 3,0.1375,0.9181355812166575,18.74062388901557,17.206433606704085,0.001,12.309033594853307,0.031245301498279383,139.10884100307325,139.14008630457153,0.01840001088232008
36,Fuel Insulation 3,0.8348718269551083,1.822853824176859,19.078916614960153,34.77807611273153,0.0,12.647326320797891,0.046457406997710664,291.5743338332601,291.6207912402578,0.051945413350052615
37,Fuel Residual 3, ,1.443853004487545,18.730230701482597,27.043699873080506,0.0,12.298640407320335,0,218.3922326392766,218.3922326392766,0
38,Intertank 3,0.41250000000000003,1.9244218498645982,18.592730701482598,35.780257210581446,0.001,12.161140407320335,0.10005490164725706,284.60916726038965,284.7092221620369,0.14553440239601026
39,Ox Dome Top 3,0.1375,0.9181355812166575,18.444837513949626,16.934861611316947,0.001,12.013247219787363,0.031245301498279383,132.50359066987494,132.5348359713732,0.01840001088232008
40,Ox Cylinder 3,0.8449536102631167,4.087930084125243,17.964003896351038,73.43559195923649,0.001,11.532413602188775,0.3977885062137435,543.68065298401,544.0784414902237,0.30914971261197155
41,Ox Dome Bottom 3,0.1375,0.9181355812166575,17.48317027875245,16.051920705392174,0.001,11.051579984590187,0.031245301498279383,112.13871124304343,112.1699565445417,0.01840001088232008
42,Ox Insulation 3,1.1199536102631167,2.376027857101879,17.964003896351038,42.68297368281676,0.0,11.532413602188775,0.11397424022518737,316.0035397556888,316.11751399591395,0.08784613481921728
43,Ox Residual 3, ,5.125678165930784,17.472777091219477,89.55983203463927,0.0,11.041186797057215,0,624.8601788941412,624.8601788941412,0
44,Pressurant Tank 3,0.27496223007113335,0.6412977553248245,17.964003896351038,11.520275375376322,0.001,11.532413602188775,0.048498142746439855,85.29039763330219,85.33889577604863,0.03233209516429324
45,Aft Skirt 3,0.32083333333333336,1.4967725498946876,17.381110424552812,26.01556897015905,0.001,10.94952013039055,0.06943578097854915,179.45104120948574,179.5204769904643,0.11319342408578577
46,Thrust Structure 3,0.16041666666666668,0.9702538265263181,17.300902091219477,16.786266456362878,0.0,10.869311797057215,0,114.62766833137177,114.62766833137177,0
47,Gimballs 3, ,0.05284261287635648,17.58169233543342,0.929062561792512,0.0,11.150102041271158,0,6.569645984311827,6.569645984311827,0
48,Engines 3,0.3609985775472779,25.83180430797633,17.289443757886144,446.61752774747777,0.0,10.857853463723881,0,3045.388436166955,3045.388436166955,0
49,Fuel 3,0.8348718269551083,72.45105418841655,19.065329408517744,1381.3032140965308,0.0,12.633739114355482,0,11564.011582946292,11564.011582946292,0
50,Oxidizer 3,1.1199536102631167,257.2012423688787,17.92346493033963,4609.937447638381,0.0,11.491874636177368,0,33966.81464969837,33966.81464969837,0
17,Nose Cone 2,,,,,,,,,,
18,Forward Skirt 2,0.9788768505873561,4.566719999022913,16.731255332592465,76.40695833610877,0.001,10.299665038430202,0.5373316494966704,484.4518138893097,484.9891455388063,0.3453581999261079
19,Avionics 2, ,0.84,16.731255332592465,14.05425447937767,0.0,10.299665038430202,0.031762500000000006,89.10980391924359,89.14156641924359,0.06352500000000001
20,Wiring 2,16.24181690729879,17.78015234588785,0,0,0.0,0,390.86200240121667,0.0,390.86200240121667,1.344624021157769
21,Pressurant Tank 2,0.5491282730400782,2.5577685708770237,16.653881043818824,42.59677351700443,0.001,10.222290749656562,0.3868624963451499,267.27461042116437,267.6614729175095,0.19343124817257495
22,SRM Dome Top 2,0.1375,8.523303953636809,16.300173719765816,138.93133511064678,0.001,9.868583425603553,0.2900586876722027,830.075527354014,830.3655860416861,0.6445748614937837
23,Solid Propellant Casing 2,15.69181690729879,704.7660639905483,8.395908453649394,5917.151354503454,0.001,1.9643181594871315,14488.044407861935,2719.372158527941,17207.416566389875,53.29793358928523
24,SRM Dome Bottom 2,0.1375,8.523303953636809,0.6083568124670283,5.185210024922109,0.001,-5.823233481695234,0.2900586876722027,289.0256477405225,289.31570642819474,0.6445748614937837
25,Solid Propellant Residual 2, ,121.93589303741281,8.395908453649394,1023.7625951561025,0.0,0,0,0.0,0.0,0
26,Aft Skirt 2,0.55,2.5658957998194643,0.275,0.7056213449503528,0.001,-6.156590294162262,0.16170489155112253,97.25669843035885,97.41840332190998,0.194045869861347
27,Gimballs 2, ,3.146968795276433,0.275,0.8654164187010192,0.0,-6.156590294162262,0,119.28145917440774,119.28145917440774,0
28,Nozzle 2,0.275,0,0.06875,0.0,0.0,-6.362840294162263,0,0.0,0.0,0
29,Solid Propellant 2,15.69181690729879,6901.98827573695,8.395908453649394,57948.46171124886,0.0,1.9643181594871315,135138.96124807562,26631.63809172435,161770.59933979996,0
4,Nose Cone 1,0.55,5.737517431577514,8.447327478614438,48.46668865879407,0.001,2.015737184452176,0.20489710688810672,23.31266015446647,23.51755726135458,0.43389975576304957
5,Forward Skirt 1,0.68592261765164,12.800043371880111,7.921032836455286,101.3895638567142,0.001,1.4894425422930233,0.9858591670681016,28.396116528815604,29.381975695883707,0.9680032799984336
6,Avionics 1, ,3.36,7.921032836455286,26.61467033048976,0.0,1.4894425422930233,0.12705000000000002,7.453955331622143,7.581005331622142,0.25410000000000005
7,Wiring 1,7.578071527629466,79.94988198243463,0,0,0.0,0,382.60794253425126,0.0,382.60794253425126,6.04620982492162
8,Pressurant Tank 1,0.54842261765164,10.204796365277591,7.989782836455285,81.53410684881618,0.001,1.558192542293023,1.543475450248236,24.776878190566823,26.320353640815057,0.771737725124118
9,SRM Dome Top 1,0.1375,33.65623800853799,7.636428340096494,257.01344974943225,0.001,1.2048380459342312,1.1453638497280587,48.8565635344735,50.00192738420156,2.545252999395686
10,Solid Propellant Casing 1,7.028071527629466,1246.4231836649426,4.064035763814733,5065.508395262146,0.001,-2.3675545303475296,5177.594062805472,6986.593887408583,12164.187950214055,94.2607532646613
11,SRM Dome Bottom 1,0.1375,33.65623800853799,0.6083568124670283,20.475001674505815,0.001,-5.823233481695234,1.1453638497280587,1141.2846525057048,1142.4300163554328,2.545252999395686
12,Solid Propellant Residual 1, ,225.587085911498,4.064035763814733,916.7939849990746,0.0,0,0,0.0,0.0,0
13,Aft Skirt 1,0.55,10.263583199277857,0.275,2.822485379801411,0.001,-6.156590294162262,0.6468195662044901,389.0267937214354,389.6736132876399,0.776183479445388
14,Gimballs 1, ,0,0.275,0.0,0.0,-6.156590294162262,0,0.0,0.0,0
15,Nozzle 1,0.275,0,0.06875,0.0,0.0,-6.362840294162263,0,0.0,0.0,0
16,Solid Propellant 1,7.028071527629466,7187.68707047484,4.064035763814733,29211.017313518496,0.0,-2.3675545303475296,26754.125613979875,40289.24622817706,67043.37184215694,0
